1	2	1
1	6	1
1	17	1
1	21	1
2	3	3
2	4	1
2	5	2
2	6	2
2	7	2
2	8	1
2	12	1
2	13	1
2	14	1
2	15	3
2	16	2
2	17	1
2	18	3
2	20	1
2	21	1
2	22	3
2	24	1
3	5	1
3	7	1
3	8	1
3	13	1
3	15	1
3	16	1
3	18	2
3	22	1
3	24	1
4	12	1
4	15	1
4	22	1
5	6	1
5	7	2
5	14	1
5	18	2
6	7	1
6	14	1
6	17	1
6	18	1
6	21	1
7	9	1
7	10	1
7	11	1
7	14	1
7	16	1
7	18	2
7	19	1
7	21	1
7	23	1
7	25	1
8	24	1
9	16	1
9	19	1
9	21	1
9	25	1
10	11	1
10	23	1
11	23	1
12	15	1
12	22	1
13	15	1
13	16	1
13	18	1
13	22	1
14	18	1
15	16	2
15	18	1
15	20	1
15	22	3
16	18	1
16	19	1
16	20	1
16	21	1
16	22	2
16	25	1
17	21	1
18	22	1
19	21	1
19	25	1
20	22	1
21	25	1
